outward_voyage_id,counts,voydepartureY
92150,136.0,1665.0
92151,219.0,1665.0
92152,128.0,1665.0
92153,86.0,1665.0
92154,151.0,1665.0
92155,191.0,1665.0
92156,74.0,1665.0
92157,63.0,1665.0
92158,57.0,1665.0
92159,150.0,1665.0
92160,189.0,1665.0
92161,159.0,1665.0
92162,294.0,1665.0
92163,124.0,1666.0
92164,154.0,1666.0
91541,248.0,1666.0
91542,23.0,1666.0
91543,180.0,1666.0
91544,304.0,1666.0
91545,160.0,1666.0
91546,177.0,1666.0
91547,161.0,1666.0
91548,134.0,1666.0
91549,163.0,1666.0
91550,281.0,1666.0
91551,169.0,1666.0
91552,160.0,1666.0
91553,135.0,1666.0
91554,73.0,1666.0
91555,182.0,1666.0
91556,317.0,1666.0
91557,239.0,1667.0
91558,190.0,1667.0
91559,193.0,1667.0
91560,230.0,1667.0
91561,171.0,1667.0
91562,180.0,1667.0
91563,212.0,1667.0
91564,232.0,1667.0
91565,230.0,1667.0
91566,224.0,1667.0
91567,260.0,1667.0
91568,218.0,1667.0
91569,230.0,1667.0
91570,31.0,1667.0
91571,45.0,1667.0
91572,230.0,1667.0
91573,230.0,1667.0
91574,245.0,1667.0
92165,38.0,1667.0
92166,178.0,1667.0
92167,214.0,1667.0
92168,42.0,1667.0
92169,230.0,1667.0
92170,229.0,1667.0
92171,290.0,1667.0
92172,230.0,1668.0
92173,29.0,1668.0
92174,29.0,1668.0
92175,17.0,1668.0
92176,185.0,1668.0
92177,295.0,1668.0
92178,176.0,1668.0
92179,294.0,1668.0
92180,330.0,1668.0
92181,218.0,1668.0
92182,140.0,1668.0
92183,224.0,1668.0
92184,304.0,1668.0
92185,107.0,1668.0
92186,21.0,1668.0
92187,310.0,1668.0
92188,324.0,1668.0
92189,308.0,1668.0
92190,150.0,1668.0
92191,31.0,1668.0
92192,274.0,1668.0
92193,36.0,1668.0
92194,267.0,1668.0
92195,340.0,1668.0
92196,192.0,1668.0
92197,322.0,1668.0
92198,224.0,1668.0
92199,230.0,1668.0
92200,157.0,1668.0
92201,20.0,1668.0
92202,173.0,1668.0
92203,17.0,1668.0
92204,17.0,1668.0
92205,166.0,1668.0
92206,123.0,1668.0
92207,326.0,1668.0
92208,177.0,1668.0
92209,149.0,1668.0
92210,324.0,1668.0
92211,191.0,1669.0
92212,17.0,1669.0
92213,17.0,1669.0
92214,258.0,1669.0
92215,217.0,1669.0
92216,135.0,1669.0
92217,127.0,1669.0
92218,334.0,1669.0
92219,357.0,1669.0
92220,16.0,1669.0
92221,31.0,1669.0
92222,19.0,1669.0
92223,187.0,1669.0
92224,325.0,1669.0
92225,250.0,1669.0
92226,280.0,1669.0
92227,19.0,1669.0
92228,19.0,1669.0
92229,202.0,1669.0
92230,100.0,1669.0
92231,109.0,1669.0
92232,19.0,1669.0
92233,177.0,1669.0
92234,199.0,1669.0
92235,156.0,1669.0
92236,254.0,1669.0
92237,200.0,1669.0
92238,16.0,1669.0
92239,19.0,1669.0
92240,315.0,1669.0
92241,118.0,1669.0
92242,243.0,1669.0
92243,225.0,1669.0
92244,251.0,1670.0
92245,116.0,1670.0
92246,235.0,1670.0
92247,225.0,1670.0
92248,194.0,1670.0
92249,190.0,1670.0
92250,139.0,1670.0
92251,168.0,1670.0
92252,102.0,1670.0
92253,195.0,1670.0
92254,133.0,1670.0
92255,770.0,1670.0
92256,198.0,1670.0
92257,125.0,1670.0
92258,130.0,1670.0
92259,199.0,1670.0
92260,80.0,1670.0
92261,157.0,1670.0
92262,113.0,1670.0
92263,82.0,1671.0
92264,111.0,1671.0
92265,204.0,1671.0
92266,154.0,1671.0
92267,300.0,1671.0
92268,127.0,1671.0
92269,260.0,1671.0
92270,248.0,1671.0
92271,20.0,1671.0
92272,221.0,1671.0
92273,230.0,1671.0
92274,17.0,1671.0
92275,144.0,1671.0
92276,182.0,1671.0
92277,311.0,1671.0
92278,169.0,1671.0
92279,17.0,1671.0
92280,195.0,1671.0
92281,296.0,1671.0
92282,220.0,1671.0
92283,306.0,1671.0
92284,217.0,1671.0
92285,53.0,1671.0
92286,104.0,1671.0
92287,113.0,1671.0
92288,258.0,1671.0
92289,264.0,1671.0
92290,253.0,1671.0
92291,236.0,1671.0
92292,81.0,1671.0
92293,298.0,1671.0
92294,202.0,1671.0
92295,53.0,1671.0
92296,49.0,1671.0
92297,321.0,1671.0
92298,289.0,1671.0
92299,108.0,1671.0
92300,74.0,1671.0
92301,40.0,1671.0
92302,149.0,1671.0
92303,319.0,1671.0
92304,272.0,1671.0
92305,17.0,1672.0
92306,230.0,1672.0
92307,19.0,1672.0
92308,156.0,1672.0
92309,334.0,1672.0
92310,240.0,1672.0
92311,21.0,1672.0
92312,311.0,1672.0
92313,240.0,1672.0
92314,286.0,1672.0
92315,19.0,1672.0
92316,335.0,1672.0
92317,200.0,1672.0
92318,134.0,1672.0
92319,372.0,1672.0
92320,23.0,1672.0
92321,230.0,1672.0
92322,136.0,1672.0
92323,270.0,1672.0
92324,230.0,1672.0
92325,133.0,1673.0
92326,81.0,1673.0
92327,277.0,1673.0
92328,199.0,1673.0
92329,107.0,1673.0
92330,322.0,1673.0
92331,21.0,1673.0
92332,303.0,1673.0
92333,234.0,1673.0
92334,22.0,1673.0
92335,20.0,1673.0
92336,245.0,1673.0
92337,318.0,1673.0
92338,252.0,1673.0
92339,339.0,1673.0
92340,300.0,1673.0
92341,192.0,1673.0
92342,160.0,1674.0
92343,293.0,1674.0
92344,275.0,1674.0
92345,21.0,1674.0
92346,11.0,1674.0
92347,150.0,1674.0
92348,22.0,1674.0
92349,20.0,1674.0
92350,282.0,1674.0
92351,309.0,1674.0
92352,333.0,1674.0
92353,307.0,1674.0
92354,407.0,1674.0
92355,80.0,1674.0
92356,28.0,1674.0
92357,289.0,1674.0
92358,49.0,1674.0
92359,230.0,1674.0
92360,295.0,1674.0
92361,200.0,1674.0
92362,108.0,1675.0
92363,20.0,1675.0
92364,180.0,1675.0
92365,230.0,1675.0
92366,230.0,1675.0
92367,309.0,1675.0
92368,275.0,1675.0
92369,204.0,1675.0
92370,135.0,1675.0
92371,161.0,1675.0
92372,259.0,1675.0
92373,236.0,1675.0
92374,393.0,1675.0
92375,313.0,1675.0
92376,287.0,1675.0
92377,310.0,1675.0
92378,330.0,1675.0
92379,25.0,1675.0
92380,141.0,1675.0
92381,92.0,1675.0
92382,108.0,1675.0
92383,250.0,1675.0
92384,310.0,1675.0
92385,214.0,1675.0
92386,100.0,1675.0
92387,175.0,1675.0
92388,325.0,1675.0
92389,142.0,1675.0
92390,318.0,1675.0
92391,120.0,1675.0
92392,301.0,1675.0
92393,297.0,1676.0
92394,241.0,1676.0
92395,27.0,1676.0
92396,230.0,1676.0
92397,301.0,1676.0
92398,289.0,1676.0
92399,238.0,1676.0
92400,296.0,1676.0
92401,296.0,1676.0
92402,295.0,1676.0
92403,313.0,1676.0
92404,60.0,1676.0
92405,66.0,1676.0
92406,27.0,1676.0
92407,52.0,1676.0
92408,337.0,1676.0
92409,330.0,1676.0
92410,130.0,1676.0
92411,65.0,1676.0
92412,230.0,1676.0
92413,68.0,1676.0
92414,273.0,1676.0
92415,321.0,1676.0
92416,138.0,1676.0
92417,105.0,1676.0
92418,230.0,1676.0
92419,197.0,1676.0
92420,66.0,1676.0
92421,20.0,1676.0
92422,69.0,1676.0
92423,230.0,1677.0
92424,319.0,1677.0
92425,129.0,1677.0
92426,219.0,1677.0
92427,230.0,1677.0
91575,228.0,1677.0
91576,115.0,1677.0
92428,288.0,1677.0
91577,58.0,1677.0
91578,61.0,1677.0
91579,47.0,1677.0
91580,252.0,1677.0
91581,310.0,1677.0
91582,163.0,1677.0
91583,347.0,1677.0
91584,347.0,1677.0
91585,11.0,1677.0
91588,156.0,1677.0
91589,71.0,1678.0
91590,225.0,1678.0
91591,42.0,1678.0
91592,45.0,1678.0
91586,263.0,1678.0
91587,77.0,1678.0
91593,317.0,1678.0
91594,306.0,1678.0
91595,174.0,1678.0
91596,212.0,1678.0
91597,304.0,1678.0
92429,30.0,1678.0
92430,282.0,1678.0
92431,36.0,1678.0
92432,250.0,1678.0
92433,230.0,1678.0
92434,38.0,1678.0
92435,270.0,1678.0
92436,289.0,1678.0
92437,275.0,1678.0
92438,333.0,1678.0
92439,239.0,1679.0
92440,239.0,1679.0
92441,284.0,1679.0
92442,217.0,1679.0
92443,276.0,1679.0
92444,275.0,1679.0
92445,230.0,1679.0
92446,335.0,1680.0
92447,269.0,1680.0
92448,31.0,1680.0
92449,260.0,1680.0
92450,93.0,1680.0
92451,114.0,1680.0
92452,30.0,1680.0
92453,334.0,1680.0
92454,284.0,1680.0
92455,287.0,1680.0
92456,284.0,1680.0
92457,382.0,1680.0
92458,368.0,1680.0
92459,72.0,1680.0
92460,54.0,1680.0
92461,161.0,1680.0
92462,112.0,1680.0
92463,277.0,1680.0
92464,328.0,1680.0
92465,45.0,1680.0
92466,82.0,1680.0
92467,126.0,1680.0
92468,401.0,1681.0
92469,271.0,1681.0
92470,29.0,1681.0
92471,53.0,1681.0
92472,404.0,1681.0
92473,269.0,1681.0
92474,312.0,1681.0
92475,341.0,1681.0
92476,342.0,1681.0
92477,213.0,1681.0
92478,249.0,1681.0
92479,167.0,1681.0
92480,362.0,1681.0
92481,317.0,1681.0
92482,170.0,1682.0
92483,330.0,1682.0
92484,52.0,1682.0
92485,154.0,1682.0
92486,287.0,1682.0
92487,330.0,1682.0
92488,15.0,1682.0
92489,70.0,1682.0
92490,290.0,1682.0
92491,307.0,1682.0
92492,81.0,1682.0
92493,131.0,1682.0
92494,323.0,1682.0
92495,121.0,1682.0
92496,271.0,1682.0
92497,328.0,1682.0
92498,214.0,1682.0
92499,146.0,1682.0
92500,171.0,1682.0
92501,311.0,1682.0
92502,150.0,1682.0
92503,273.0,1682.0
92504,310.0,1682.0
92505,81.0,1682.0
92506,111.0,1682.0
92507,305.0,1682.0
92508,100.0,1682.0
92509,241.0,1683.0
92510,303.0,1683.0
92511,330.0,1683.0
92512,173.0,1683.0
92513,226.0,1683.0
92514,205.0,1683.0
92515,280.0,1683.0
92516,287.0,1683.0
92517,160.0,1683.0
92518,312.0,1683.0
92519,126.0,1683.0
92520,40.0,1683.0
92521,102.0,1683.0
92522,178.0,1683.0
92523,171.0,1683.0
92524,215.0,1683.0
92525,217.0,1683.0
92526,217.0,1683.0
92527,197.0,1683.0
92528,179.0,1683.0
92529,264.0,1683.0
92530,38.0,1684.0
92531,75.0,1684.0
92532,22.0,1684.0
92533,25.0,1684.0
92534,319.0,1684.0
92535,99.0,1684.0
92536,219.0,1684.0
92537,207.0,1684.0
92538,304.0,1684.0
92539,271.0,1684.0
92540,214.0,1684.0
92541,260.0,1684.0
92542,147.0,1684.0
92543,42.0,1684.0
92544,121.0,1684.0
92545,245.0,1684.0
92546,59.0,1684.0
92547,225.0,1684.0
92548,286.0,1684.0
92549,192.0,1684.0
92550,68.0,1684.0
92551,150.0,1684.0
92552,323.0,1684.0
92553,78.0,1684.0
92554,166.0,1684.0
92555,157.0,1684.0
92556,119.0,1685.0
92557,120.0,1685.0
92558,193.0,1685.0
92559,268.0,1685.0
92560,251.0,1685.0
92561,80.0,1685.0
92562,350.0,1685.0
92563,152.0,1685.0
92564,196.0,1685.0
92565,217.0,1685.0
92566,150.0,1685.0
92567,209.0,1685.0
92568,152.0,1685.0
92569,281.0,1685.0
92570,20.0,1686.0
92571,214.0,1686.0
92572,31.0,1686.0
92573,250.0,1686.0
92574,150.0,1686.0
92575,155.0,1686.0
92576,63.0,1686.0
92577,93.0,1686.0
92578,250.0,1686.0
92579,285.0,1686.0
92580,25.0,1686.0
99185,112.0,1686.0
92581,90.0,1686.0
92582,260.0,1686.0
92583,20.0,1686.0
92584,264.0,1686.0
92585,234.0,1686.0
92586,121.0,1686.0
92587,49.0,1686.0
92588,257.0,1686.0
92590,293.0,1687.0
92591,200.0,1687.0
92592,26.0,1687.0
92593,288.0,1687.0
92594,80.0,1687.0
92595,223.0,1687.0
92596,200.0,1687.0
92597,220.0,1687.0
92598,266.0,1687.0
92599,289.0,1687.0
92600,261.0,1687.0
92601,13.0,1687.0
92602,226.0,1687.0
92603,299.0,1687.0
92604,123.0,1687.0
92605,114.0,1687.0
92606,176.0,1687.0
92607,229.0,1687.0
92608,112.0,1687.0
92609,150.0,1687.0
92610,123.0,1687.0
92611,173.0,1687.0
92612,111.0,1687.0
92613,192.0,1687.0
92614,116.0,1688.0
92615,157.0,1688.0
92616,281.0,1688.0
92617,349.0,1688.0
92618,251.0,1688.0
92619,150.0,1688.0
92620,312.0,1688.0
92621,240.0,1688.0
92622,173.0,1688.0
92623,215.0,1688.0
92624,266.0,1688.0
92625,25.0,1688.0
92626,24.0,1688.0
92627,100.0,1688.0
92628,15.0,1688.0
92629,14.0,1688.0
92630,230.0,1688.0
92631,15.0,1688.0
92632,150.0,1688.0
92633,330.0,1688.0
92634,302.0,1689.0
92635,150.0,1689.0
92636,266.0,1689.0
92637,259.0,1689.0
92638,250.0,1689.0
92639,341.0,1689.0
92640,344.0,1689.0
92641,107.0,1689.0
92642,291.0,1689.0
92643,251.0,1689.0
92644,183.0,1689.0
92645,294.0,1689.0
92646,223.0,1689.0
92647,322.0,1689.0
92648,230.0,1689.0
92649,44.0,1689.0
92650,182.0,1690.0
92651,340.0,1690.0
92652,189.0,1690.0
92653,140.0,1690.0
92654,191.0,1690.0
