voyId,voydepartureY
91456,1631.0
91458,1632.0
91459,1632.0
91460,1632.0
91461,1632.0
91462,1632.0
91463,1632.0
91464,1632.0
91465,1632.0
91466,1632.0
91467,1632.0
91468,1632.0
91469,1632.0
91470,1632.0
91471,1632.0
91472,1632.0
91473,1633.0
91474,1633.0
91475,1633.0
91476,1633.0
91477,1633.0
91478,1633.0
91479,1633.0
91480,1633.0
91481,1633.0
91482,1633.0
91483,1634.0
91484,1634.0
91485,1634.0
91486,1634.0
91487,1634.0
91488,1634.0
91489,1634.0
91490,1634.0
91491,1634.0
91492,1634.0
91493,1634.0
91494,1634.0
91495,1634.0
91496,1634.0
91497,1634.0
91498,1634.0
91499,1635.0
91500,1635.0
91501,1635.0
91502,1636.0
91503,1636.0
91504,1636.0
91505,1636.0
91506,1636.0
91507,1636.0
91508,1636.0
91509,1636.0
91510,1636.0
91511,1636.0
91512,1636.0
91513,1636.0
91514,1636.0
91515,1636.0
91516,1636.0
91517,1636.0
91518,1636.0
91519,1636.0
91520,1636.0
91521,1636.0
91522,1636.0
91523,1636.0
91524,1637.0
91525,1637.0
91526,1637.0
91527,1637.0
91528,1637.0
91529,1637.0
91530,1637.0
91531,1637.0
91532,1637.0
91533,1637.0
91534,1637.0
91535,1637.0
91536,1637.0
91537,1637.0
91538,1638.0
91539,1638.0
91540,1638.0
91620,1638.0
91621,1638.0
91622,1638.0
91623,1638.0
91624,1638.0
91625,1638.0
91626,1638.0
91627,1638.0
91628,1638.0
91629,1638.0
91630,1639.0
91631,1639.0
91632,1639.0
91633,1639.0
91634,1639.0
91635,1639.0
91636,1639.0
91637,1639.0
91638,1639.0
91639,1639.0
91640,1639.0
91641,1639.0
91642,1639.0
91643,1639.0
91644,1639.0
91645,1639.0
91646,1639.0
91647,1639.0
91648,1639.0
91649,1639.0
91650,1639.0
91652,1640.0
91653,1640.0
91654,1640.0
91655,1640.0
91656,1640.0
91657,1640.0
91658,1640.0
91659,1640.0
91660,1640.0
91661,1640.0
91662,1640.0
91664,1640.0
91663,1640.0
91665,1640.0
91666,1640.0
91667,1640.0
91668,1640.0
91669,1640.0
91670,1640.0
91671,1640.0
91672,1640.0
91673,1640.0
91674,1640.0
91675,1640.0
91676,1640.0
91677,1640.0
91678,1640.0
91679,1640.0
91680,1640.0
91681,1640.0
91682,1640.0
91683,1640.0
91684,1641.0
91685,1641.0
91686,1641.0
91687,1641.0
91688,1641.0
91689,1641.0
91690,1641.0
91691,1641.0
91692,1641.0
91693,1641.0
91694,1642.0
91695,1642.0
91696,1642.0
91697,1642.0
91698,1642.0
91699,1642.0
91700,1642.0
91701,1642.0
91702,1642.0
91703,1642.0
91704,1642.0
91705,1642.0
91706,1642.0
91707,1642.0
91708,1642.0
91709,1642.0
91710,1642.0
91711,1642.0
91712,1642.0
91713,1642.0
91714,1642.0
91715,1643.0
91716,1643.0
91717,1643.0
91718,1643.0
91719,1643.0
91720,1643.0
91721,1643.0
91722,1643.0
91723,1643.0
91724,1643.0
91725,1643.0
91726,1643.0
91727,1643.0
91728,1643.0
91729,1643.0
91730,1643.0
91731,1643.0
91732,1644.0
91733,1644.0
91734,1644.0
91735,1644.0
91736,1644.0
91737,1644.0
91738,1644.0
91739,1644.0
91740,1644.0
91741,1644.0
91742,1644.0
91743,1644.0
91744,1644.0
91745,1644.0
91746,1644.0
91747,1644.0
91748,1644.0
91749,1644.0
91750,1644.0
91751,1644.0
91752,1645.0
91753,1645.0
91754,1645.0
91755,1645.0
91756,1645.0
91757,1645.0
91758,1645.0
91759,1645.0
91762,1645.0
91763,1645.0
91764,1645.0
91765,1645.0
91766,1645.0
91760,1645.0
91761,1645.0
91767,1645.0
91768,1645.0
91769,1646.0
91770,1646.0
91771,1646.0
91772,1646.0
91773,1646.0
91774,1646.0
91775,1646.0
91776,1646.0
91777,1646.0
91778,1646.0
91779,1646.0
91780,1646.0
91781,1646.0
91782,1646.0
91783,1646.0
91784,1646.0
91785,1646.0
91786,1646.0
91787,1646.0
91788,1646.0
91789,1647.0
91790,1647.0
91791,1647.0
91792,1647.0
91793,1647.0
91794,1647.0
91795,1647.0
91796,1647.0
91797,1647.0
91798,1647.0
91799,1647.0
91800,1647.0
91801,1648.0
91802,1648.0
91803,1648.0
91804,1648.0
91805,1648.0
91806,1648.0
91807,1648.0
91808,1648.0
91809,1648.0
91810,1648.0
91811,1648.0
91812,1648.0
91813,1648.0
91814,1648.0
91815,1649.0
91816,1649.0
91817,1649.0
91818,1649.0
91819,1649.0
91821,1649.0
91822,1649.0
91823,1649.0
91824,1649.0
91825,1649.0
91826,1649.0
91827,1649.0
91828,1649.0
91829,1649.0
91830,1649.0
91831,1649.0
91832,1649.0
91833,1650.0
91834,1650.0
91835,1650.0
91836,1650.0
91837,1650.0
91838,1650.0
91839,1650.0
91840,1650.0
91841,1650.0
91842,1650.0
91843,1650.0
91844,1651.0
91845,1651.0
91846,1651.0
91847,1651.0
91848,1651.0
91849,1651.0
91850,1651.0
91851,1651.0
91852,1651.0
91853,1651.0
91854,1651.0
91855,1651.0
91856,1651.0
91857,1651.0
91858,1651.0
91859,1652.0
91860,1652.0
91861,1652.0
91862,1652.0
91863,1652.0
91864,1652.0
91865,1652.0
91866,1652.0
91867,1652.0
91868,1652.0
91869,1652.0
91870,1652.0
91871,1652.0
91872,1652.0
91873,1652.0
91874,1652.0
91875,1652.0
91876,1652.0
91877,1652.0
91878,1652.0
91879,1652.0
91880,1652.0
91882,1653.0
91883,1653.0
91884,1653.0
91885,1653.0
91886,1653.0
91887,1653.0
91888,1653.0
91889,1653.0
91890,1653.0
91891,1653.0
91892,1653.0
91893,1653.0
91894,1653.0
91895,1653.0
91896,1653.0
91897,1653.0
91898,1653.0
91899,1653.0
91900,1653.0
91901,1653.0
91902,1653.0
91903,1654.0
91904,1654.0
91905,1654.0
91906,1654.0
91907,1654.0
91908,1654.0
91909,1654.0
91910,1654.0
91911,1654.0
91912,1654.0
91913,1654.0
91914,1654.0
91915,1654.0
91916,1654.0
91917,1654.0
91918,1654.0
91919,1654.0
91920,1654.0
91921,1654.0
91922,1654.0
91923,1654.0
91924,1654.0
91925,1654.0
91926,1654.0
91927,1654.0
91928,1654.0
91929,1654.0
91930,1654.0
91931,1654.0
91932,1654.0
91933,1654.0
91934,1654.0
91935,1654.0
91936,1654.0
91937,1655.0
91938,1655.0
91939,1655.0
91940,1655.0
91941,1655.0
91942,1655.0
91943,1655.0
91944,1655.0
91945,1655.0
91946,1655.0
91947,1655.0
91948,1655.0
91949,1655.0
91950,1655.0
91951,1655.0
91952,1655.0
91953,1655.0
91954,1655.0
91955,1655.0
91956,1655.0
91957,1655.0
91958,1655.0
91959,1655.0
91960,1655.0
91961,1655.0
91962,1656.0
91963,1656.0
91964,1656.0
91965,1656.0
91966,1656.0
91967,1656.0
91968,1656.0
91969,1656.0
91970,1656.0
91971,1656.0
91972,1656.0
91973,1656.0
91974,1656.0
91975,1656.0
91976,1656.0
91977,1656.0
91978,1656.0
91979,1656.0
91980,1656.0
91981,1656.0
91982,1656.0
91983,1656.0
91984,1656.0
91985,1656.0
91986,1657.0
91987,1657.0
91988,1657.0
91989,1657.0
91990,1657.0
91991,1657.0
91992,1657.0
91993,1657.0
91994,1657.0
91995,1657.0
91996,1657.0
91997,1657.0
91998,1657.0
91999,1657.0
92000,1657.0
92001,1657.0
92002,1658.0
92003,1658.0
92004,1658.0
92005,1658.0
92006,1658.0
92007,1658.0
92008,1658.0
92009,1658.0
92010,1658.0
92011,1658.0
92012,1658.0
92013,1658.0
92014,1658.0
92015,1658.0
92016,1658.0
92017,1658.0
92018,1658.0
92019,1658.0
92020,1658.0
91820,1659.0
92021,1659.0
92022,1659.0
92023,1659.0
92024,1659.0
92025,1659.0
92026,1659.0
92027,1659.0
92028,1659.0
92029,1659.0
92030,1659.0
92031,1659.0
92032,1659.0
92033,1659.0
92034,1659.0
92035,1659.0
92036,1659.0
92037,1660.0
92038,1660.0
92039,1660.0
92040,1660.0
92041,1660.0
92042,1660.0
92043,1660.0
92044,1660.0
92045,1660.0
92046,1660.0
92047,1660.0
92048,1660.0
92049,1660.0
92050,1660.0
92051,1661.0
92052,1661.0
92053,1661.0
92054,1661.0
92055,1661.0
92056,1661.0
92057,1661.0
92058,1661.0
92059,1661.0
92060,1661.0
92061,1661.0
92062,1661.0
92063,1661.0
92064,1661.0
92065,1661.0
92066,1661.0
92067,1661.0
92068,1661.0
92069,1661.0
92070,1661.0
92071,1661.0
92072,1661.0
92073,1661.0
92074,1662.0
92075,1662.0
92076,1662.0
92077,1662.0
92078,1662.0
92079,1662.0
92080,1662.0
92081,1662.0
92082,1662.0
92083,1662.0
92084,1662.0
92085,1662.0
92086,1662.0
92087,1662.0
92088,1662.0
92089,1662.0
92090,1662.0
92091,1662.0
92092,1662.0
92093,1662.0
92094,1662.0
92095,1662.0
92096,1662.0
92097,1662.0
92098,1662.0
92099,1662.0
92100,1662.0
92101,1662.0
92102,1662.0
92103,1662.0
92104,1663.0
92105,1663.0
92106,1663.0
92107,1663.0
92108,1663.0
92109,1663.0
92110,1663.0
92111,1663.0
92112,1663.0
92113,1663.0
92114,1663.0
92115,1663.0
92116,1663.0
92117,1663.0
92118,1663.0
92119,1663.0
92120,1663.0
92121,1663.0
92122,1663.0
92123,1663.0
92124,1663.0
92125,1663.0
92126,1663.0
92127,1663.0
92128,1664.0
92129,1664.0
92130,1664.0
92131,1664.0
92132,1664.0
92133,1664.0
92134,1664.0
92135,1664.0
92136,1664.0
92137,1664.0
92138,1664.0
92139,1664.0
92140,1664.0
92141,1664.0
92142,1664.0
92143,1664.0
92144,1664.0
92145,1664.0
92146,1664.0
92147,1665.0
92148,1665.0
92149,1665.0
92150,1665.0
92151,1665.0
92152,1665.0
92153,1665.0
92154,1665.0
92155,1665.0
92156,1665.0
92157,1665.0
92158,1665.0
92159,1665.0
92160,1665.0
92161,1665.0
92162,1665.0
92163,1666.0
92164,1666.0
91541,1666.0
91542,1666.0
91543,1666.0
91544,1666.0
91545,1666.0
91546,1666.0
91547,1666.0
91548,1666.0
91549,1666.0
91550,1666.0
91551,1666.0
91552,1666.0
91553,1666.0
91554,1666.0
91555,1666.0
91556,1666.0
91557,1667.0
91558,1667.0
91559,1667.0
91560,1667.0
91561,1667.0
91562,1667.0
91563,1667.0
91564,1667.0
91565,1667.0
91566,1667.0
91567,1667.0
91568,1667.0
91569,1667.0
91570,1667.0
91571,1667.0
91572,1667.0
91573,1667.0
91574,1667.0
92165,1667.0
92166,1667.0
92167,1667.0
92168,1667.0
92169,1667.0
92170,1667.0
92171,1667.0
92172,1668.0
92173,1668.0
92174,1668.0
92175,1668.0
92176,1668.0
92177,1668.0
92178,1668.0
92179,1668.0
92180,1668.0
92181,1668.0
92182,1668.0
92183,1668.0
92184,1668.0
92185,1668.0
92186,1668.0
92187,1668.0
92188,1668.0
92189,1668.0
92190,1668.0
92191,1668.0
92192,1668.0
92193,1668.0
92194,1668.0
92195,1668.0
92196,1668.0
92197,1668.0
92198,1668.0
92199,1668.0
92200,1668.0
92201,1668.0
92202,1668.0
92203,1668.0
92204,1668.0
92205,1668.0
92206,1668.0
92207,1668.0
92208,1668.0
92209,1668.0
92210,1668.0
92211,1669.0
92212,1669.0
92213,1669.0
92214,1669.0
92215,1669.0
92216,1669.0
92217,1669.0
92218,1669.0
92219,1669.0
92220,1669.0
92221,1669.0
92222,1669.0
92223,1669.0
92224,1669.0
92225,1669.0
92226,1669.0
92227,1669.0
92228,1669.0
92229,1669.0
92230,1669.0
92231,1669.0
92232,1669.0
92233,1669.0
92234,1669.0
92235,1669.0
92236,1669.0
92237,1669.0
92238,1669.0
92239,1669.0
92240,1669.0
92241,1669.0
92242,1669.0
92243,1669.0
92244,1670.0
92245,1670.0
92246,1670.0
92247,1670.0
92248,1670.0
92249,1670.0
92250,1670.0
92251,1670.0
92252,1670.0
92253,1670.0
92254,1670.0
92255,1670.0
92256,1670.0
92257,1670.0
92258,1670.0
92259,1670.0
92260,1670.0
92261,1670.0
92262,1670.0
92263,1671.0
92264,1671.0
92265,1671.0
92266,1671.0
92267,1671.0
92268,1671.0
92269,1671.0
92270,1671.0
92271,1671.0
92272,1671.0
92273,1671.0
92274,1671.0
92275,1671.0
92276,1671.0
92277,1671.0
92278,1671.0
92279,1671.0
92280,1671.0
92281,1671.0
92282,1671.0
92283,1671.0
92284,1671.0
92285,1671.0
92286,1671.0
92287,1671.0
92288,1671.0
92289,1671.0
92290,1671.0
92291,1671.0
92292,1671.0
92293,1671.0
92294,1671.0
92295,1671.0
92296,1671.0
92297,1671.0
92298,1671.0
92299,1671.0
92300,1671.0
92301,1671.0
92302,1671.0
92303,1671.0
92304,1671.0
92305,1672.0
92306,1672.0
92307,1672.0
92308,1672.0
92309,1672.0
92310,1672.0
92311,1672.0
92312,1672.0
92313,1672.0
92314,1672.0
92315,1672.0
92316,1672.0
92317,1672.0
92318,1672.0
92319,1672.0
92320,1672.0
92321,1672.0
92322,1672.0
92323,1672.0
92324,1672.0
92325,1673.0
92326,1673.0
92327,1673.0
92328,1673.0
92329,1673.0
92330,1673.0
92331,1673.0
92332,1673.0
92333,1673.0
92334,1673.0
92335,1673.0
92336,1673.0
92337,1673.0
92338,1673.0
92339,1673.0
92340,1673.0
92341,1673.0
92342,1674.0
92343,1674.0
92344,1674.0
92345,1674.0
92346,1674.0
92347,1674.0
92348,1674.0
92349,1674.0
92350,1674.0
92351,1674.0
92352,1674.0
92353,1674.0
92354,1674.0
92355,1674.0
92356,1674.0
92357,1674.0
92358,1674.0
92359,1674.0
92360,1674.0
92361,1674.0
92362,1675.0
92363,1675.0
92364,1675.0
92365,1675.0
92366,1675.0
92367,1675.0
92368,1675.0
92369,1675.0
92370,1675.0
92371,1675.0
92372,1675.0
92373,1675.0
92374,1675.0
92375,1675.0
92376,1675.0
92377,1675.0
92378,1675.0
92379,1675.0
92380,1675.0
92381,1675.0
92382,1675.0
92383,1675.0
92384,1675.0
92385,1675.0
92386,1675.0
92387,1675.0
92388,1675.0
92389,1675.0
92390,1675.0
92391,1675.0
92392,1675.0
92393,1676.0
92394,1676.0
92395,1676.0
92396,1676.0
92397,1676.0
92398,1676.0
92399,1676.0
92400,1676.0
92401,1676.0
92402,1676.0
92403,1676.0
92404,1676.0
92405,1676.0
92406,1676.0
92407,1676.0
92408,1676.0
92409,1676.0
92410,1676.0
92411,1676.0
92412,1676.0
92413,1676.0
92414,1676.0
92415,1676.0
92416,1676.0
92417,1676.0
92418,1676.0
92419,1676.0
92420,1676.0
92421,1676.0
92422,1676.0
92423,1677.0
92424,1677.0
92425,1677.0
92426,1677.0
92427,1677.0
91575,1677.0
91576,1677.0
92428,1677.0
91577,1677.0
91578,1677.0
91579,1677.0
91580,1677.0
91581,1677.0
91582,1677.0
91583,1677.0
91584,1677.0
91585,1677.0
91588,1677.0
91589,1678.0
91590,1678.0
91591,1678.0
91592,1678.0
91586,1678.0
91587,1678.0
91593,1678.0
91594,1678.0
91595,1678.0
91596,1678.0
91597,1678.0
92429,1678.0
92430,1678.0
92431,1678.0
92432,1678.0
92433,1678.0
92434,1678.0
92435,1678.0
92436,1678.0
92437,1678.0
92438,1678.0
92439,1679.0
92440,1679.0
92441,1679.0
92442,1679.0
92443,1679.0
92444,1679.0
92445,1679.0
92446,1680.0
92447,1680.0
92448,1680.0
92449,1680.0
92450,1680.0
92451,1680.0
92452,1680.0
92453,1680.0
92454,1680.0
92455,1680.0
92456,1680.0
92457,1680.0
92458,1680.0
92459,1680.0
92460,1680.0
92461,1680.0
92462,1680.0
92463,1680.0
92464,1680.0
92465,1680.0
92466,1680.0
92467,1680.0
92468,1681.0
92469,1681.0
92470,1681.0
92471,1681.0
92472,1681.0
92473,1681.0
92474,1681.0
92475,1681.0
92476,1681.0
92477,1681.0
92478,1681.0
92479,1681.0
92480,1681.0
92481,1681.0
92482,1682.0
92483,1682.0
92484,1682.0
92485,1682.0
92486,1682.0
92487,1682.0
92488,1682.0
92489,1682.0
92490,1682.0
92491,1682.0
92492,1682.0
92493,1682.0
92494,1682.0
92495,1682.0
92496,1682.0
92497,1682.0
92498,1682.0
92499,1682.0
92500,1682.0
92501,1682.0
92502,1682.0
92503,1682.0
92504,1682.0
92505,1682.0
92506,1682.0
92507,1682.0
92508,1682.0
92509,1683.0
92510,1683.0
92511,1683.0
92512,1683.0
92513,1683.0
92514,1683.0
92515,1683.0
92516,1683.0
92517,1683.0
92518,1683.0
92519,1683.0
92520,1683.0
92521,1683.0
92522,1683.0
92523,1683.0
92524,1683.0
92525,1683.0
92526,1683.0
92527,1683.0
92528,1683.0
92529,1683.0
92530,1684.0
92531,1684.0
92532,1684.0
92533,1684.0
92534,1684.0
92535,1684.0
92536,1684.0
92537,1684.0
92538,1684.0
92539,1684.0
92540,1684.0
92541,1684.0
92542,1684.0
92543,1684.0
92544,1684.0
92545,1684.0
92546,1684.0
92547,1684.0
92548,1684.0
92549,1684.0
92550,1684.0
92551,1684.0
92552,1684.0
92553,1684.0
92554,1684.0
92555,1684.0
92556,1685.0
92557,1685.0
92558,1685.0
92559,1685.0
92560,1685.0
92561,1685.0
92562,1685.0
92563,1685.0
92564,1685.0
92565,1685.0
92566,1685.0
92567,1685.0
92568,1685.0
92569,1685.0
92570,1686.0
92571,1686.0
92572,1686.0
92573,1686.0
92574,1686.0
92575,1686.0
92576,1686.0
92577,1686.0
92578,1686.0
92579,1686.0
92580,1686.0
99185,1686.0
92581,1686.0
92582,1686.0
92583,1686.0
92584,1686.0
92585,1686.0
92586,1686.0
92587,1686.0
92588,1686.0
92590,1687.0
92591,1687.0
92592,1687.0
92593,1687.0
92594,1687.0
92595,1687.0
92596,1687.0
92597,1687.0
92598,1687.0
92599,1687.0
92600,1687.0
92601,1687.0
92602,1687.0
92603,1687.0
92604,1687.0
92605,1687.0
92606,1687.0
92607,1687.0
92608,1687.0
92609,1687.0
92610,1687.0
92611,1687.0
92612,1687.0
92613,1687.0
92614,1688.0
92615,1688.0
92616,1688.0
92617,1688.0
92618,1688.0
92619,1688.0
92620,1688.0
92621,1688.0
92622,1688.0
92623,1688.0
92624,1688.0
92625,1688.0
92626,1688.0
92627,1688.0
92628,1688.0
92629,1688.0
92630,1688.0
92631,1688.0
92632,1688.0
92633,1688.0
92634,1689.0
92635,1689.0
92636,1689.0
92637,1689.0
92638,1689.0
92639,1689.0
92640,1689.0
92641,1689.0
92642,1689.0
92643,1689.0
92644,1689.0
92645,1689.0
92646,1689.0
92647,1689.0
92648,1689.0
92649,1689.0
92650,1690.0
92651,1690.0
92652,1690.0
92653,1690.0
92654,1690.0
92655,1690.0
92656,1690.0
92657,1690.0
92658,1690.0
92659,1690.0
92660,1690.0
92661,1690.0
92662,1690.0
92663,1690.0
92664,1690.0
92665,1690.0
92666,1690.0
92667,1690.0
92668,1690.0
92669,1690.0
92670,1690.0
92671,1691.0
92672,1691.0
92673,1691.0
92674,1691.0
92675,1691.0
92676,1691.0
92677,1691.0
92678,1691.0
92679,1691.0
92680,1691.0
92681,1691.0
92682,1691.0
92683,1691.0
92684,1691.0
92685,1691.0
92686,1691.0
92687,1691.0
92688,1691.0
92689,1691.0
92690,1691.0
92691,1691.0
92692,1691.0
92693,1692.0
92694,1692.0
92695,1692.0
92696,1692.0
92697,1692.0
92698,1692.0
92699,1692.0
92700,1692.0
92701,1692.0
92702,1692.0
92703,1692.0
92704,1692.0
92705,1692.0
92706,1692.0
92707,1692.0
92708,1692.0
92709,1692.0
92710,1692.0
92711,1692.0
92712,1692.0
92713,1692.0
92714,1692.0
92715,1693.0
92716,1693.0
92717,1693.0
92718,1693.0
92719,1693.0
92720,1693.0
92721,1693.0
92722,1693.0
92723,1693.0
92724,1693.0
92725,1693.0
92726,1693.0
92727,1693.0
92728,1693.0
92729,1693.0
92730,1693.0
92731,1693.0
92732,1693.0
92733,1693.0
92734,1693.0
92735,1693.0
92736,1694.0
92737,1694.0
92738,1694.0
92739,1694.0
92740,1694.0
92741,1694.0
92742,1694.0
92743,1694.0
92744,1694.0
92745,1694.0
92746,1694.0
92747,1694.0
92748,1694.0
92749,1694.0
92750,1694.0
92751,1694.0
92752,1694.0
92753,1694.0
92754,1694.0
92755,1694.0
92756,1694.0
92757,1694.0
92758,1694.0
92759,1694.0
92760,1694.0
92761,1694.0
92762,1694.0
92763,1694.0
92764,1694.0
92765,1694.0
92766,1695.0
92767,1695.0
92768,1695.0
92769,1695.0
92770,1695.0
92771,1695.0
92772,1695.0
92773,1695.0
92774,1695.0
92775,1695.0
92776,1695.0
92777,1695.0
92778,1695.0
92779,1695.0
92780,1695.0
92781,1695.0
92782,1695.0
92783,1695.0
92784,1695.0
92785,1695.0
92786,1695.0
92787,1695.0
92788,1695.0
92789,1695.0
92790,1695.0
92791,1695.0
92792,1695.0
92793,1695.0
92794,1695.0
92795,1695.0
92796,1696.0
92797,1696.0
92798,1696.0
92799,1696.0
92800,1696.0
92801,1696.0
92802,1696.0
92803,1696.0
92804,1696.0
92805,1696.0
92806,1696.0
92807,1696.0
